经度,纬度,年份,数目,地名,药物
-79.9795,37.8865,2015,2,"Alleghany, Virginia",Hydromorphone
-80.1873,40.4001,2015,172,"Allegheny, Pennsylvania",Oxycodone
-80.1873,40.4001,2015,24,"Allegheny, Pennsylvania",Oxymorphone
-84.0848,40.8305,2015,32,"Allen, Ohio",Fentanyl
-79.1058,37.4487,2015,3,"Amherst, Virginia",Buprenorphine
-79.1058,37.4487,2015,3,"Amherst, Virginia",Morphine
-84.935,38.089,2015,1,"Anderson, Kentucky",Buprenorphine
-77.1011,38.8786,2015,84,"Arlington, Virginia",Heroin
-77.1011,38.8786,2015,2,"Arlington, Virginia",Methadone
-79.4603,40.9185,2015,5,"Armstrong, Pennsylvania",Acetyl fentanyl
-82.2818,40.9214,2015,7,"Ashland, Ohio",Fentanyl
-82.2818,40.9214,2015,1,"Ashland, Ohio",Morphine
-82.1261,39.4005,2015,1,"Athens, Ohio",Codeine
-82.1261,39.4005,2015,106,"Athens, Ohio",Heroin
-84.146,40.6513,2015,2,"Auglaize, Ohio",Acetyl fentanyl
-79.0087,38.1939,2015,2,"Augusta, Virginia",Methadone
-80.4738,40.5989,2015,11,"Beaver, Pennsylvania",Fentanyl
-80.4738,40.5989,2015,1,"Beaver, Pennsylvania",Tramadol
-78.5075,40.2592,2015,2,"Bedford, Pennsylvania",Oxycodone
-83.8774,36.5942,2015,112,"Bell, Kentucky",Oxycodone
-83.8774,36.5942,2015,8,"Bell, Kentucky",Oxymorphone
-81.1313,40.1621,2015,1,"Belmont, Ohio",Acetyl fentanyl
-77.9779,39.458,2015,7,"Berkeley, West Virginia",Oxycodone
-78.2272,40.6864,2015,3,"Blair, Pennsylvania",Tramadol
-81.1501,37.1521,2015,1,"Bland, Virginia",Hydromorphone
-84.6731,38.9472,2015,3,"Boone, Kentucky",Methadone
-84.1101,38.1425,2015,9,"Bourbon, Kentucky",Oxycodone
-82.7816,38.3354,2015,8,"Boyd, Kentucky",Fentanyl
-84.0666,38.6818,2015,12,"Bracken, Kentucky",Heroin
-76.1763,41.7606,2015,4,"Bradford, Pennsylvania",Buprenorphine
-80.8979,38.5632,2015,1,"Braxton, West Virginia",Hydrocodone
-83.4585,37.4215,2015,1,"Breathitt, Kentucky",Codeine
-83.4585,37.4215,2015,1,"Breathitt, Kentucky",Tramadol
-83.7878,38.8673,2015,122,"Brown, Ohio",Heroin
-83.7878,38.8673,2015,6,"Brown, Ohio",Methadone
-77.8937,36.8553,2015,5,"Brunswick, Virginia",Oxycodone
-81.8015,37.2473,2015,7,"Buchanan, Virginia",Morphine
-74.8852,40.1015,2015,41,"Bucks, Pennsylvania",Fentanyl
-85.7146,38.0645,2015,14,"Bullitt, Kentucky",Oxycodone
-85.7146,38.0645,2015,2,"Bullitt, Kentucky",Oxymorphone
-86.8921,37.2093,2015,4,"Butler, Kentucky",Oxycodone
-84.5652,39.3938,2015,50,"Butler, Ohio",Buprenorphine
-79.74,40.9505,2015,2,"Butler, Pennsylvania",Morphine
-82.3188,38.4154,2015,5,"Cabell, West Virginia",Fentanyl
-78.8446,40.4111,2015,8,"Cambria, Pennsylvania",Acetyl fentanyl
-84.4815,39.0401,2015,50,"Campbell, Kentucky",Oxycodone
-75.7009,40.8289,2015,8,"Carbon, Pennsylvania",Oxycodone
-77.3473,38.0533,2015,9,"Caroline, Virginia",Oxycodone
-77.3473,38.0533,2015,2,"Caroline, Virginia",Oxymorphone
-81.0031,40.5209,2015,5,"Carroll, Ohio",Buprenorphine
-80.6997,36.6771,2015,1,"Carroll, Virginia",Fentanyl
-80.6997,36.6771,2015,1,"Carroll, Virginia",Hydromorphone
-84.9875,37.4551,2015,1,"Casey, Kentucky",Codeine
-84.9875,37.4551,2015,11,"Casey, Kentucky",Hydrocodone
-77.7057,40.98,2015,3,"Centre, Pennsylvania",Oxycodone
-75.885,39.9639,2015,4,"Chester, Pennsylvania",Acetyl fentanyl
-75.885,39.9639,2015,23,"Chester, Pennsylvania",Buprenorphine
-75.885,39.9639,2015,21,"Chester, Pennsylvania",Fentanyl
-77.6492,37.506,2015,373,"Chesterfield, Virginia",Heroin
-77.6492,37.506,2015,5,"Chesterfield, Virginia",Methadone
-87.4875,37.12,2015,1,"Christian, Kentucky",Morphine
-79.3803,41.2106,2015,13,"Clarion, Pennsylvania",Heroin
-84.0243,39.8862,2015,44,"Clark, Ohio",Oxycodone
-78.7749,41.1062,2015,6,"Clearfield, Pennsylvania",Hydrocodone
-84.1532,39.2325,2015,100,"Clermont, Ohio",Fentanyl
-85.0683,36.8051,2015,8,"Clinton, Kentucky",Oxycodone
-76.4969,41.0177,2015,1,"Columbia, Pennsylvania",Codeine
-76.4969,41.0177,2015,51,"Columbia, Pennsylvania",Heroin
-80.675,40.8871,2015,1,"Columbiana, Ohio",Codeine
-80.675,40.8871,2015,203,"Columbiana, Ohio",Heroin
-80.675,40.8871,2015,12,"Columbiana, Ohio",Hydrocodone
-80.675,40.8871,2015,1,"Columbiana, Ohio",Methadone
-81.7517,40.2761,2015,4,"Coshocton, Ohio",Hydrocodone
-81.7517,40.2761,2015,1,"Coshocton, Ohio",Methadone
-82.7773,40.7392,2015,117,"Crawford, Ohio",Heroin
-79.8364,41.8176,2015,67,"Crawford, Pennsylvania",Heroin
-88.1411,37.2198,2015,2,"Crittenden, Kentucky",Hydrocodone
-88.1411,37.2198,2015,1,"Crittenden, Kentucky",Methadone
-85.5053,36.8319,2015,1,"Cumberland, Kentucky",Meperidine
-76.9274,40.2422,2015,1,"Cumberland, Pennsylvania",Oxycodone
-81.5348,41.4948,2015,21,"Cuyahoga, Ohio",Codeine
-81.5348,41.4948,2015,2771,"Cuyahoga, Ohio",Heroin
-81.5348,41.4948,2015,3,"Cuyahoga, Ohio",Propoxyphene
-84.2855,41.3259,2015,10,"Defiance, Ohio",Buprenorphine
-79.7253,37.3866,2015,16,"Bedford, Virginia",Buprenorphine
-83.8774,36.5942,2015,3,"Bell, Kentucky",Heroin
-81.1313,40.1621,2015,5,"Belmont, Ohio",Fentanyl
-81.1313,40.1621,2015,1,"Belmont, Ohio",Hydromorphone
-81.1313,40.1621,2015,3,"Belmont, Ohio",Tramadol
-77.9779,39.458,2015,2,"Berkeley, West Virginia",Methadone
-76.1391,40.3495,2015,13,"Berks, Pennsylvania",Buprenorphine
-76.1391,40.3495,2015,1,"Berks, Pennsylvania",Morphine
-76.1391,40.3495,2015,10,"Berks, Pennsylvania",Tramadol
-78.2272,40.6864,2015,4,"Blair, Pennsylvania",Acetyl fentanyl
-84.6731,38.9472,2015,77,"Boone, Kentucky",Fentanyl
-84.6731,38.9472,2015,9,"Boone, Kentucky",Hydrocodone
-81.7138,37.9713,2015,5,"Boone, West Virginia",Heroin
-81.7138,37.9713,2015,1,"Boone, West Virginia",Oxycodone
-82.7816,38.3354,2015,2,"Boyd, Kentucky",Acetyl fentanyl
-82.7816,38.3354,2015,3,"Boyd, Kentucky",Hydromorphone
-84.7903,37.5855,2015,6,"Boyle, Kentucky",Buprenorphine
-84.7903,37.5855,2015,5,"Boyle, Kentucky",Fentanyl
-84.7903,37.5855,2015,1,"Boyle, Kentucky",Morphine
-83.7878,38.8673,2015,20,"Brown, Ohio",Oxycodone
-83.7878,38.8673,2015,3,"Brown, Ohio",Oxymorphone
-74.8852,40.1015,2015,1,"Bucks, Pennsylvania",Acetyl fentanyl
-85.7146,38.0645,2015,52,"Bullitt, Kentucky",Heroin
-85.7146,38.0645,2015,4,"Bullitt, Kentucky",Methadone
-86.8921,37.2093,2015,1,"Butler, Kentucky",Heroin
-84.5652,39.3938,2015,1,"Butler, Ohio",Pentazocine
-79.74,40.9505,2015,3,"Butler, Pennsylvania",Acetyl fentanyl
-88.0604,37.2085,2015,1,"Caldwell, Kentucky",Morphine
-88.4381,36.5892,2015,7,"Calloway, Kentucky",Hydrocodone
-78.8446,40.4111,2015,2,"Cambria, Pennsylvania",Morphine
-75.7009,40.8289,2015,74,"Carbon, Pennsylvania",Heroin
-85.0681,38.6098,2015,26,"Carroll, Kentucky",Heroin
-80.6997,36.6771,2015,1,"Carroll, Virginia",Acetyl fentanyl
-84.9875,37.4551,2015,1,"Casey, Kentucky",Methadone
-83.9635,40.2174,2015,8,"Champaign, Ohio",Buprenorphine
-83.9635,40.2174,2015,8,"Champaign, Ohio",Morphine
-75.885,39.9639,2015,6,"Chester, Pennsylvania",Tramadol
-77.6492,37.506,2015,6,"Chesterfield, Virginia",Codeine
-87.4875,37.12,2015,5,"Christian, Kentucky",Hydromorphone
-77.9823,39.1508,2015,1,"Clarke, Virginia",Buprenorphine
-77.9823,39.1508,2015,1,"Clarke, Virginia",Morphine
-83.7635,37.1464,2015,17,"Clay, Kentucky",Hydrocodone
-83.7635,37.1464,2015,1,"Clay, Kentucky",Tramadol
-81.0815,38.4662,2015,3,"Clay, West Virginia",Oxycodone
-84.1532,39.2325,2015,1,"Clermont, Ohio",Acetyl fentanyl
-84.1532,39.2325,2015,5,"Clermont, Ohio",Tramadol
-77.5306,41.0094,2015,6,"Clinton, Pennsylvania",Hydrocodone
-82.7773,40.7392,2015,4,"Crawford, Ohio",Codeine
-79.8364,41.8176,2015,12,"Crawford, Pennsylvania",Oxycodone
-77.8267,38.416,2015,3,"Culpeper, Virginia",Hydrocodone
-77.8267,38.416,2015,1,"Culpeper, Virginia",Tramadol
-85.5053,36.8319,2015,1,"Cumberland, Kentucky",Buprenorphine
-76.9274,40.2422,2015,39,"Cumberland, Pennsylvania",Heroin
-81.5348,41.4948,2015,8,"Cuyahoga, Ohio",Oxymorphone
-84.6384,40.2802,2015,1,"Darke, Ohio",Codeine
-86.9805,37.7892,2015,19,"Daviess, Kentucky",Hydrocodone
-83.08,40.1679,2015,216,"Delaware, Ohio",Heroin
-83.08,40.1679,2015,5,"Delaware, Ohio",Methadone
-80.7407,39.1254,2015,1,"Doddridge, West Virginia",Fentanyl
-86.2847,37.2895,2015,1,"Edmonson, Kentucky",Oxycodone
-82.808,41.4011,2015,9,"Erie, Ohio",Acetyl fentanyl
-82.808,41.4011,2015,40,"Erie, Ohio",Fentanyl
-79.8333,42.2134,2015,3,"Erie, Pennsylvania",Fentanyl
-76.8665,37.9185,2015,2,"Essex, Virginia",Oxycodone
-82.5446,39.8426,2015,27,"Fairfield, Ohio",Hydrocodone
-82.5446,39.8426,2015,106,"Fairfield, Ohio",Oxycodone
-84.5255,38.1059,2015,131,"Fayette, Kentucky",Oxycodone
-84.5255,38.1059,2015,2,"Fayette, Kentucky",Oxymorphone
-83.5564,39.6522,2015,22,"Fayette, Ohio",Fentanyl
-83.5564,39.6522,2015,1,"Fayette, Ohio",Tramadol
-79.5872,40.0903,2015,17,"Fayette, Pennsylvania",Hydrocodone
-79.5872,40.0903,2015,4,"Fayette, Pennsylvania",Tramadol
-83.6341,38.2126,2015,6,"Fleming, Kentucky",Buprenorphine
-78.1638,37.7533,2015,1,"Fluvanna, Virginia",Fentanyl
-78.1638,37.7533,2015,3,"Fluvanna, Virginia",Hydrocodone
-78.1638,37.7533,2015,1,"Fluvanna, Virginia",Hydromorphone
-79.448,41.4937,2015,1,"Forest, Pennsylvania",Hydrocodone
-84.8955,38.3228,2015,2,"Franklin, Kentucky",Fentanyl
-84.8955,38.3228,2015,2,"Franklin, Kentucky",Tramadol
-83.0703,39.8665,2015,665,"Franklin, Ohio",Oxycodone
-83.0703,39.8665,2015,4,"Franklin, Ohio",Oxymorphone
-77.515,39.7243,2015,5,"Franklin, Pennsylvania",Fentanyl
-77.515,39.7243,2015,4,"Franklin, Pennsylvania",Hydrocodone
-77.515,39.7243,2015,1,"Franklin, Pennsylvania",Methadone
-77.515,39.7243,2015,3,"Franklin, Pennsylvania",Tramadol
-79.9917,36.8293,2015,2,"Franklin, Virginia",Oxymorphone
-78.3319,39.264,2015,3,"Frederick, Virginia",Oxymorphone
-83.9053,41.7113,2015,6,"Fulton, Ohio",Hydrocodone
-83.9053,41.7113,2015,1,"Fulton, Ohio",Tramadol
-77.9958,39.932,2015,1,"Fulton, Pennsylvania",Fentanyl
-81.0591,41.3722,2015,1,"Geauga, Ohio",Hydrocodone
-81.0591,41.3722,2015,4,"Geauga, Ohio",Oxycodone
-80.8576,37.373,2015,7,"Giles, Virginia",Hydrocodone
-80.8576,37.373,2015,2,"Giles, Virginia",Hydromorphone
-80.9496,38.9815,2015,17,"Gilmer, West Virginia",Heroin
-76.4402,37.2801,2015,9,"Gloucester, Virginia",Fentanyl
-88.5692,36.5603,2015,1,"Graves, Kentucky",Tramadol
-86.226,37.4937,2015,1,"Grayson, Kentucky",Oxycodone
-81.6257,36.6015,2015,1,"Grayson, Virginia",Meperidine
-81.6257,36.6015,2015,1,"Grayson, Virginia",Tramadol
-80.4715,37.7503,2015,51,"Greenbrier, West Virginia",Oxycodone
-83.7878,38.8673,2015,2,"Brown, Ohio",Tramadol
-81.8015,37.2473,2015,1,"Buchanan, Virginia",Methadone
-78.6333,37.494,2015,7,"Buckingham, Virginia",Oxycodone
-84.5652,39.3938,2015,11,"Butler, Ohio",Morphine
-79.74,40.9505,2015,6,"Butler, Pennsylvania",Buprenorphine
-79.74,40.9505,2015,1,"Butler, Pennsylvania",Tramadol
-82.3188,38.4154,2015,1,"Cabell, West Virginia",Buprenorphine
-88.4381,36.5892,2015,9,"Calloway, Kentucky",Oxycodone
-78.8446,40.4111,2015,26,"Cambria, Pennsylvania",Fentanyl
-84.4815,39.0401,2015,2,"Campbell, Kentucky",Tramadol
-88.8869,36.9081,2015,1,"Carlisle, Kentucky",Hydrocodone
-85.0681,38.6098,2015,6,"Carroll, Kentucky",Oxycodone
-82.9371,38.3318,2015,2,"Carter, Kentucky",Fentanyl
-82.9371,38.3318,2015,13,"Carter, Kentucky",Heroin
-82.9371,38.3318,2015,33,"Carter, Kentucky",Oxycodone
-77.0687,37.344,2015,1,"Charles City, Virginia",Oxycodone
-78.601,36.9933,2015,8,"Charlotte, Virginia",Heroin
-78.601,36.9933,2015,4,"Charlotte, Virginia",Methadone
-75.885,39.9639,2015,15,"Chester, Pennsylvania",Hydrocodone
-77.6492,37.506,2015,3,"Chesterfield, Virginia",Hydromorphone
-79.3803,41.2106,2015,1,"Clarion, Pennsylvania",Tramadol
-84.1908,38.0014,2015,14,"Clark, Kentucky",Buprenorphine
-77.9823,39.1508,2015,1,"Clarke, Virginia",Hydromorphone
-83.7635,37.1464,2015,20,"Clay, Kentucky",Oxycodone
-78.7749,41.1062,2015,5,"Clearfield, Pennsylvania",Buprenorphine
-78.7749,41.1062,2015,2,"Clearfield, Pennsylvania",Morphine
-83.8109,39.3224,2015,18,"Clinton, Ohio",Fentanyl
-83.8109,39.3224,2015,103,"Clinton, Ohio",Heroin
-77.5306,41.0094,2015,13,"Clinton, Pennsylvania",Oxycodone
-76.4969,41.0177,2015,3,"Columbia, Pennsylvania",Hydrocodone
-76.4969,41.0177,2015,1,"Columbia, Pennsylvania",Mitragynine
-76.4969,41.0177,2015,3,"Columbia, Pennsylvania",Tramadol
-80.675,40.8871,2015,6,"Columbiana, Ohio",Fentanyl
-80.675,40.8871,2015,10,"Columbiana, Ohio",Tramadol
-82.7773,40.7392,2015,1,"Crawford, Ohio",Hydromorphone
-79.8364,41.8176,2015,9,"Crawford, Pennsylvania",Buprenorphine
-79.8364,41.8176,2015,3,"Crawford, Pennsylvania",Codeine
-79.8364,41.8176,2015,15,"Crawford, Pennsylvania",Hydrocodone
-79.8364,41.8176,2015,6,"Crawford, Pennsylvania",Morphine
-77.8267,38.416,2015,1,"Culpeper, Virginia",Methorphan
-77.8267,38.416,2015,21,"Culpeper, Virginia",Oxycodone
-77.8267,38.416,2015,1,"Culpeper, Virginia",Oxymorphone
-81.5348,41.4948,2015,125,"Cuyahoga, Ohio",Hydrocodone
-84.6384,40.2802,2015,3,"Darke, Ohio",Buprenorphine
-76.8843,40.2752,2015,26,"Dauphin, Pennsylvania",Buprenorphine
-76.8843,40.2752,2015,4,"Dauphin, Pennsylvania",Codeine
-76.8843,40.2752,2015,6,"Dauphin, Pennsylvania",Morphine
-86.9805,37.7892,2015,1,"Daviess, Kentucky",Hydromorphone
-84.2855,41.3259,2015,2,"Defiance, Ohio",Codeine
-84.2855,41.3259,2015,8,"Defiance, Ohio",Morphine
-82.3763,37.1026,2015,4,"Dickenson, Virginia",Morphine
-82.808,41.4011,2015,19,"Erie, Ohio",Buprenorphine
-82.808,41.4011,2015,6,"Erie, Ohio",Morphine
-79.8333,42.2134,2015,1,"Erie, Pennsylvania",Methadone
-77.1579,38.8514,2015,26,"Fairfax, Virginia",Hydrocodone
-77.1579,38.8514,2015,10,"Fairfax, Virginia",Tramadol
-82.5446,39.8426,2015,1,"Fairfield, Ohio",Acetyl fentanyl
-82.5446,39.8426,2015,3,"Fairfield, Ohio",Oxymorphone
-82.5446,39.8426,2015,6,"Fairfield, Ohio",Tramadol
-77.6661,38.6355,2015,1,"Fauquier, Virginia",Morphine
-84.5255,38.1059,2015,433,"Fayette, Kentucky",Heroin
-84.5255,38.1059,2015,7,"Fayette, Kentucky",Methadone
-83.6341,38.2126,2015,15,"Fleming, Kentucky",Oxycodone
-83.0703,39.8665,2015,135,"Franklin, Ohio",Buprenorphine
-83.0703,39.8665,2015,13,"Franklin, Ohio",Codeine
-83.0703,39.8665,2015,87,"Franklin, Ohio",Hydrocodone
-83.0703,39.8665,2015,62,"Franklin, Ohio",Morphine
-79.9917,36.8293,2015,20,"Franklin, Virginia",Oxycodone
-78.3319,39.264,2015,12,"Frederick, Virginia",Hydrocodone
-83.9053,41.7113,2015,1,"Fulton, Ohio",Oxymorphone
-81.0591,41.3722,2015,14,"Geauga, Ohio",Buprenorphine
-81.0591,41.3722,2015,4,"Geauga, Ohio",Tramadol
-80.8576,37.373,2015,14,"Giles, Virginia",Oxycodone
-80.8576,37.373,2015,3,"Giles, Virginia",Oxymorphone
-77.7022,37.6015,2015,1,"Goochland, Virginia",Fentanyl
-77.7022,37.6015,2015,4,"Goochland, Virginia",Heroin
-84.5966,38.7326,2015,13,"Grant, Kentucky",Fentanyl
-84.5966,38.7326,2015,50,"Grant, Kentucky",Heroin
-88.5692,36.5603,2015,3,"Graves, Kentucky",Buprenorphine
-88.5692,36.5603,2015,23,"Graves, Kentucky",Hydrocodone
-81.6257,36.6015,2015,4,"Grayson, Virginia",Hydrocodone
-83.7431,39.6598,2015,52,"Greene, Ohio",Fentanyl
-83.7431,39.6598,2015,292,"Greene, Ohio",Heroin
-78.4417,38.2504,2015,1,"Greene, Virginia",Fentanyl
-81.5868,40.0221,2015,54,"Guernsey, Ohio",Buprenorphine
-81.5868,40.0221,2015,1,"Guernsey, Ohio",Codeine
-81.5868,40.0221,2015,20,"Guernsey, Ohio",Hydrocodone
-81.5868,40.0221,2015,5,"Guernsey, Ohio",Morphine
-78.7284,36.839,2015,5,"Halifax, Virginia",Buprenorphine
-78.7284,36.839,2015,4,"Halifax, Virginia",Morphine
-83.8235,40.9348,2015,34,"Hancock, Ohio",Hydrocodone
-80.5998,40.6179,2015,2,"Hancock, West Virginia",Hydrocodone
-77.3706,37.7668,2015,7,"Hanover, Virginia",Buprenorphine
-77.3706,37.7668,2015,11,"Hanover, Virginia",Hydrocodone
-77.3706,37.7668,2015,2,"Hanover, Virginia",Morphine
-77.3706,37.7668,2015,2,"Hanover, Virginia",Tramadol
-85.9358,37.8193,2015,12,"Hardin, Kentucky",Oxycodone
-83.5114,40.8064,2015,4,"Hardin, Ohio",Buprenorphine
-83.5114,40.8064,2015,2,"Hardin, Ohio",Codeine
-83.5114,40.8064,2015,12,"Hardin, Ohio",Hydrocodone
-83.5114,40.8064,2015,2,"Hardin, Ohio",Morphine
-80.1873,40.4001,2015,3674,"Allegheny, Pennsylvania",Heroin
-80.1873,40.4001,2015,25,"Allegheny, Pennsylvania",Methadone
-84.0848,40.8305,2015,219,"Allen, Ohio",Heroin
-79.1058,37.4487,2015,10,"Amherst, Virginia",Oxycodone
-79.1058,37.4487,2015,4,"Amherst, Virginia",Oxymorphone
-77.1011,38.8786,2015,1,"Arlington, Virginia",Meperidine
-84.146,40.6513,2015,1,"Auglaize, Ohio",Buprenorphine
-84.146,40.6513,2015,4,"Auglaize, Ohio",Hydrocodone
-84.146,40.6513,2015,1,"Auglaize, Ohio",Tramadol
-79.0087,38.1939,2015,24,"Augusta, Virginia",Heroin
-78.5075,40.2592,2015,1,"Bedford, Pennsylvania",Buprenorphine
-79.7253,37.3866,2015,22,"Bedford, Virginia",Heroin
-79.7253,37.3866,2015,1,"Bedford, Virginia",Methadone
-83.8774,36.5942,2015,107,"Bell, Kentucky",Buprenorphine
-83.8774,36.5942,2015,1,"Bell, Kentucky",Codeine
-83.8774,36.5942,2015,79,"Bell, Kentucky",Hydrocodone
-83.8774,36.5942,2015,8,"Bell, Kentucky",Morphine
-81.1313,40.1621,2015,2,"Belmont, Ohio",Methadone
-77.9779,39.458,2015,4,"Berkeley, West Virginia",Buprenorphine
-77.9779,39.458,2015,1,"Berkeley, West Virginia",Morphine
-76.1391,40.3495,2015,2,"Berks, Pennsylvania",Methadone
-81.1501,37.1521,2015,5,"Bland, Virginia",Buprenorphine
-81.1501,37.1521,2015,1,"Bland, Virginia",Hydrocodone
-81.1501,37.1521,2015,1,"Bland, Virginia",Morphine
-84.6731,38.9472,2015,227,"Boone, Kentucky",Heroin
-84.6731,38.9472,2015,26,"Boone, Kentucky",Oxycodone
-81.7138,37.9713,2015,3,"Boone, West Virginia",Hydrocodone
-79.8779,37.4167,2015,12,"Botetourt, Virginia",Oxycodone
-84.1101,38.1425,2015,2,"Bourbon, Kentucky",Buprenorphine
-84.7903,37.5855,2015,1,"Boyle, Kentucky",Hydrocodone
-84.0666,38.6818,2015,3,"Bracken, Kentucky",Fentanyl
-76.1763,41.7606,2015,4,"Bradford, Pennsylvania",Oxycodone
-83.4585,37.4215,2015,21,"Breathitt, Kentucky",Oxycodone
-77.8937,36.8553,2015,2,"Brunswick, Virginia",Buprenorphine
-78.6333,37.494,2015,2,"Buckingham, Virginia",Hydrocodone
-74.8852,40.1015,2015,4,"Bucks, Pennsylvania",Methadone
-86.8921,37.2093,2015,6,"Butler, Kentucky",Hydrocodone
-84.5652,39.3938,2015,2,"Butler, Ohio",Hydromorphone
-79.74,40.9505,2015,12,"Butler, Pennsylvania",Fentanyl
-88.4381,36.5892,2015,1,"Calloway, Kentucky",Methadone
-78.8446,40.4111,2015,22,"Cambria, Pennsylvania",Buprenorphine
-78.8446,40.4111,2015,2,"Cambria, Pennsylvania",Tramadol
-78.1989,41.4148,2015,1,"Cameron, Pennsylvania",Buprenorphine
-84.4815,39.0401,2015,464,"Campbell, Kentucky",Heroin
-79.2895,37.2338,2015,11,"Campbell, Virginia",Heroin
-75.7009,40.8289,2015,1,"Carbon, Pennsylvania",Hydrocodone
-75.7009,40.8289,2015,1,"Carbon, Pennsylvania",Morphine
-77.3473,38.0533,2015,1,"Caroline, Virginia",Buprenorphine
-77.3473,38.0533,2015,2,"Caroline, Virginia",Hydrocodone
-77.3473,38.0533,2015,3,"Caroline, Virginia",Morphine
-85.0681,38.6098,2015,8,"Carroll, Kentucky",Hydrocodone
-85.0681,38.6098,2015,1,"Carroll, Kentucky",Tramadol
-81.0031,40.5209,2015,1,"Carroll, Ohio",Oxycodone
-80.6997,36.6771,2015,3,"Carroll, Virginia",Methadone
-82.9371,38.3318,2015,2,"Carter, Kentucky",Tramadol
-77.7057,40.98,2015,50,"Centre, Pennsylvania",Heroin
-78.601,36.9933,2015,4,"Charlotte, Virginia",Oxycodone
-78.601,36.9933,2015,3,"Charlotte, Virginia",Oxymorphone
-75.885,39.9639,2015,6,"Chester, Pennsylvania",Morphine
-79.3803,41.2106,2015,2,"Clarion, Pennsylvania",Oxycodone
-84.0243,39.8862,2015,7,"Clark, Ohio",Buprenorphine
-84.0243,39.8862,2015,1,"Clark, Ohio",Codeine
-84.0243,39.8862,2015,15,"Clark, Ohio",Hydrocodone
-84.0243,39.8862,2015,1,"Clark, Ohio",Morphine
-83.7635,37.1464,2015,4,"Clay, Kentucky",Methadone
-84.1532,39.2325,2015,3,"Clermont, Ohio",Methadone
-85.0683,36.8051,2015,4,"Clinton, Kentucky",Buprenorphine
-83.8109,39.3224,2015,6,"Clinton, Ohio",Acetyl fentanyl
-83.8109,39.3224,2015,23,"Clinton, Ohio",Oxycodone
-83.8109,39.3224,2015,3,"Clinton, Ohio",Tramadol
-77.5306,41.0094,2015,1,"Clinton, Pennsylvania",Fentanyl
-77.5306,41.0094,2015,26,"Clinton, Pennsylvania",Heroin
-76.4969,41.0177,2015,1,"Columbia, Pennsylvania",Oxycodone
-80.675,40.8871,2015,31,"Columbiana, Ohio",Oxycodone
-80.675,40.8871,2015,2,"Columbiana, Ohio",Oxymorphone
-82.7773,40.7392,2015,1,"Crawford, Ohio",Methadone
-77.8267,38.416,2015,6,"Culpeper, Virginia",Fentanyl
-77.8267,38.416,2015,90,"Culpeper, Virginia",Heroin
-77.8267,38.416,2015,1,"Culpeper, Virginia",Methadone
-85.5053,36.8319,2015,2,"Cumberland, Kentucky",Hydrocodone
-78.0883,37.6674,2015,1,"Cumberland, Virginia",Methadone
-81.5348,41.4948,2015,18,"Cuyahoga, Ohio",Acetyl fentanyl
-81.5348,41.4948,2015,402,"Cuyahoga, Ohio",Oxycodone
-86.9805,37.7892,2015,4,"Daviess, Kentucky",Morphine
-84.2855,41.3259,2015,5,"Defiance, Ohio",Hydromorphone
-75.4338,39.894,2015,6,"Delaware, Pennsylvania",Hydromorphone
-80.7407,39.1254,2015,2,"Doddridge, West Virginia",Buprenorphine
-78.6869,41.5726,2015,4,"Elk, Pennsylvania",Buprenorphine
-78.6869,41.5726,2015,1,"Elk, Pennsylvania",Morphine
-83.0188,38.1879,2015,3,"Elliott, Kentucky",Heroin
-82.808,41.4011,2015,26,"Erie, Ohio",Hydrocodone
-83.9685,37.6969,2015,9,"Estill, Kentucky",Oxycodone
-77.1579,38.8514,2015,2,"Fairfax, Virginia",Heroin
-82.5446,39.8426,2015,27,"Fairfield, Ohio",Fentanyl
-82.5446,39.8426,2015,277,"Fairfield, Ohio",Heroin
-77.6661,38.6355,2015,8,"Fauquier, Virginia",Hydromorphone
-84.5255,38.1059,2015,5,"Fayette, Kentucky",Methorphan
-83.5564,39.6522,2015,2,"Fayette, Ohio",Methadone
-79.5872,40.0903,2015,42,"Fayette, Pennsylvania",Buprenorphine
-79.5872,40.0903,2015,3,"Fayette, Pennsylvania",Morphine
-83.6341,38.2126,2015,3,"Fleming, Kentucky",Heroin
-82.3188,38.4154,2015,53,"Cabell, West Virginia",Oxycodone
-82.3188,38.4154,2015,1,"Cabell, West Virginia",Oxymorphone
-88.0604,37.2085,2015,3,"Caldwell, Kentucky",Oxycodone
-78.8446,40.4111,2015,6,"Cambria, Pennsylvania",Hydrocodone
-78.8446,40.4111,2015,20,"Cambria, Pennsylvania",Oxycodone
-78.8446,40.4111,2015,2,"Cambria, Pennsylvania",Oxymorphone
-84.4815,39.0401,2015,9,"Campbell, Kentucky",Hydrocodone
-79.2895,37.2338,2015,4,"Campbell, Virginia",Oxycodone
-75.7009,40.8289,2015,1,"Carbon, Pennsylvania",Acetyl fentanyl
-75.7009,40.8289,2015,11,"Carbon, Pennsylvania",Fentanyl
-77.3473,38.0533,2015,1,"Caroline, Virginia",Tramadol
